Instance,Job,Operation,Machine,Start,End
tai50_15.txt - Instance 4,46,9,7,2233,2258
tai50_15.txt - Instance 4,47,8,3,2215,2278
tai50_15.txt - Instance 4,32,13,9,1981,2045
tai50_15.txt - Instance 4,19,9,13,2068,2133
tai50_15.txt - Instance 4,36,6,0,2129,2191
tai50_15.txt - Instance 4,0,7,8,1944,1997
tai50_15.txt - Instance 4,45,7,14,2223,2236
tai50_15.txt - Instance 4,29,6,9,2045,2121
tai50_15.txt - Instance 4,16,8,2,2166,2230
tai50_15.txt - Instance 4,9,11,14,2236,2304
tai50_15.txt - Instance 4,3,8,1,2251,2253
tai50_15.txt - Instance 4,0,8,10,1997,2015
tai50_15.txt - Instance 4,13,9,11,1888,1959
tai50_15.txt - Instance 4,43,8,2,2233,2279
tai50_15.txt - Instance 4,21,7,0,2191,2253
tai50_15.txt - Instance 4,48,10,7,2258,2268
tai50_15.txt - Instance 4,12,9,7,2268,2314
tai50_15.txt - Instance 4,8,8,10,2015,2019
tai50_15.txt - Instance 4,43,9,5,2279,2284
tai50_15.txt - Instance 4,40,8,12,1886,1899
tai50_15.txt - Instance 4,35,10,9,2121,2140
tai50_15.txt - Instance 4,14,11,6,2166,2191
tai50_15.txt - Instance 4,32,14,3,2278,2308
tai50_15.txt - Instance 4,44,6,7,2314,2345
tai50_15.txt - Instance 4,8,9,4,2057,2097
tai50_15.txt - Instance 4,14,12,11,2191,2233
tai50_15.txt - Instance 4,46,10,1,2258,2319
tai50_15.txt - Instance 4,5,10,10,2035,2110
tai50_15.txt - Instance 4,24,8,2,2279,2310
tai50_15.txt - Instance 4,1,8,5,2284,2288
tai50_15.txt - Instance 4,42,10,13,2133,2226
tai50_15.txt - Instance 4,22,10,13,2226,2298
tai50_15.txt - Instance 4,36,7,1,2319,2376
tai50_15.txt - Instance 4,33,7,14,2304,2333
tai50_15.txt - Instance 4,13,10,13,2298,2357
tai50_15.txt - Instance 4,39,7,8,1997,2025
tai50_15.txt - Instance 4,20,7,10,2110,2143
tai50_15.txt - Instance 4,38,8,7,2345,2410
tai50_15.txt - Instance 4,4,8,0,2253,2287
tai50_15.txt - Instance 4,4,9,3,2308,2365
tai50_15.txt - Instance 4,18,12,10,2143,2221
tai50_15.txt - Instance 4,49,9,8,2025,2105
tai50_15.txt - Instance 4,49,10,12,2105,2185
tai50_15.txt - Instance 4,11,9,8,2223,2304
tai50_15.txt - Instance 4,47,9,6,2278,2359
tai50_15.txt - Instance 4,36,8,7,2410,2495
tai50_15.txt - Instance 4,49,11,7,2495,2582
tai50_15.txt - Instance 4,16,9,14,2333,2422
tai50_15.txt - Instance 4,23,10,12,2185,2275
tai50_15.txt - Instance 4,26,8,2,2310,2401
tai50_15.txt - Instance 4,33,8,4,2333,2424
tai50_15.txt - Instance 4,9,12,6,2359,2451
tai50_15.txt - Instance 4,15,7,6,2451,2543
tai50_15.txt - Instance 4,42,11,5,2288,2385
tai50_15.txt - Instance 4,7,8,10,2221,2319
tai50_15.txt - Instance 4,2,6,12,2275,2374
tai50_15.txt - Instance 4,30,11,12,2374,2473
tai50_15.txt - Instance 4,44,7,2,2401,2500
tai50_15.txt - Instance 4,46,11,8,2319,2322
tai50_15.txt - Instance 4,29,7,0,2287,2291
tai50_15.txt - Instance 4,20,8,4,2424,2431
tai50_15.txt - Instance 4,26,9,10,2401,2408
tai50_15.txt - Instance 4,17,11,13,2357,2424
tai50_15.txt - Instance 4,13,11,10,2408,2419
tai50_15.txt - Instance 4,45,8,10,2419,2436
tai50_15.txt - Instance 4,10,9,5,2385,2413
tai50_15.txt - Instance 4,4,10,8,2365,2394
tai50_15.txt - Instance 4,6,8,1,2376,2405
tai50_15.txt - Instance 4,20,9,13,2431,2474
tai50_15.txt - Instance 4,27,7,11,2233,2264
tai50_15.txt - Instance 4,39,8,7,2582,2613
tai50_15.txt - Instance 4,2,7,11,2374,2406
tai50_15.txt - Instance 4,15,8,4,2543,2576
tai50_15.txt - Instance 4,25,7,3,2365,2399
tai50_15.txt - Instance 4,41,10,5,2413,2449
tai50_15.txt - Instance 4,1,9,3,2399,2439
tai50_15.txt - Instance 4,0,9,7,2613,2655
tai50_15.txt - Instance 4,42,12,8,2394,2440
tai50_15.txt - Instance 4,40,9,5,2449,2500
tai50_15.txt - Instance 4,46,12,9,2322,2384
tai50_15.txt - Instance 4,31,9,2,2500,2563
tai50_15.txt - Instance 4,28,13,3,2439,2517
tai50_15.txt - Instance 4,19,10,14,2422,2502
tai50_15.txt - Instance 4,48,11,9,2384,2467
tai50_15.txt - Instance 4,22,11,12,2473,2572
tai50_15.txt - Instance 4,5,11,9,2467,2486
tai50_15.txt - Instance 4,34,7,11,2406,2462
tai50_15.txt - Instance 4,41,11,12,2572,2645
tai50_15.txt - Instance 4,37,11,10,2436,2483
tai50_15.txt - Instance 4,21,8,6,2543,2548
tai50_15.txt - Instance 4,36,9,13,2495,2521
tai50_15.txt - Instance 4,29,8,14,2502,2507
tai50_15.txt - Instance 4,11,10,2,2563,2571
tai50_15.txt - Instance 4,6,9,11,2462,2488
tai50_15.txt - Instance 4,44,8,8,2500,2542
tai50_15.txt - Instance 4,27,8,14,2507,2577
tai50_15.txt - Instance 4,21,9,7,2655,2732
tai50_15.txt - Instance 4,16,10,11,2488,2543
tai50_15.txt - Instance 4,12,10,14,2577,2651
tai50_15.txt - Instance 4,43,10,12,2645,2671
tai50_15.txt - Instance 4,12,11,6,2651,2686
tai50_15.txt - Instance 4,37,12,13,2521,2527
tai50_15.txt - Instance 4,43,11,10,2671,2710
tai50_15.txt - Instance 4,30,12,10,2710,2715
tai50_15.txt - Instance 4,7,9,3,2517,2523
tai50_15.txt - Instance 4,8,10,0,2291,2351
tai50_15.txt - Instance 4,3,9,7,2732,2803
tai50_15.txt - Instance 4,18,13,9,2486,2494
tai50_15.txt - Instance 4,6,10,5,2500,2531
tai50_15.txt - Instance 4,23,11,11,2543,2551
tai50_15.txt - Instance 4,23,12,3,2551,2603
tai50_15.txt - Instance 4,4,11,2,2571,2616
tai50_15.txt - Instance 4,33,9,11,2551,2567
tai50_15.txt - Instance 4,38,9,12,2671,2737
tai50_15.txt - Instance 4,24,9,11,2567,2569
tai50_15.txt - Instance 4,35,11,4,2576,2580
tai50_15.txt - Instance 4,46,13,4,2580,2588
tai50_15.txt - Instance 4,39,9,4,2613,2625
tai50_15.txt - Instance 4,12,12,1,2686,2701
tai50_15.txt - Instance 4,14,13,12,2737,2755
tai50_15.txt - Instance 4,6,11,8,2542,2569
tai50_15.txt - Instance 4,25,8,5,2531,2568
tai50_15.txt - Instance 4,22,12,11,2572,2621
tai50_15.txt - Instance 4,41,12,10,2715,2765
tai50_15.txt - Instance 4,45,9,1,2701,2757
tai50_15.txt - Instance 4,31,10,5,2568,2639
tai50_15.txt - Instance 4,9,13,4,2625,2700
tai50_15.txt - Instance 4,5,12,13,2527,2565
tai50_15.txt - Instance 4,15,9,1,2757,2811
tai50_15.txt - Instance 4,47,10,9,2494,2527
tai50_15.txt - Instance 4,6,12,7,2803,2874
tai50_15.txt - Instance 4,49,12,0,2582,2606
tai50_15.txt - Instance 4,20,10,5,2639,2696
tai50_15.txt - Instance 4,40,10,10,2765,2783
tai50_15.txt - Instance 4,13,12,8,2569,2648
tai50_15.txt - Instance 4,25,9,6,2686,2766
tai50_15.txt - Instance 4,42,13,3,2603,2683
tai50_15.txt - Instance 4,26,10,12,2755,2838
tai50_15.txt - Instance 4,2,8,10,2783,2869
tai50_15.txt - Instance 4,44,9,13,2565,2571
tai50_15.txt - Instance 4,39,10,6,2766,2853
tai50_15.txt - Instance 4,40,11,3,2783,2870
tai50_15.txt - Instance 4,1,10,1,2811,2899
tai50_15.txt - Instance 4,18,14,14,2651,2740
tai50_15.txt - Instance 4,42,14,9,2683,2773
tai50_15.txt - Instance 4,5,13,6,2853,2944
tai50_15.txt - Instance 4,17,12,5,2696,2788
tai50_15.txt - Instance 4,16,11,0,2606,2699
tai50_15.txt - Instance 4,27,9,2,2616,2709
tai50_15.txt - Instance 4,33,10,5,2788,2883
tai50_15.txt - Instance 4,0,10,4,2700,2796
tai50_15.txt - Instance 4,27,10,7,2874,2970
tai50_15.txt - Instance 4,37,13,9,2773,2775
tai50_15.txt - Instance 4,10,10,11,2621,2625
tai50_15.txt - Instance 4,14,14,0,2755,2760
tai50_15.txt - Instance 4,8,11,9,2775,2786
tai50_15.txt - Instance 4,36,10,11,2625,2642
tai50_15.txt - Instance 4,49,13,13,2606,2646
tai50_15.txt - Instance 4,40,12,14,2870,2888
tai50_15.txt - Instance 4,25,10,7,2970,2990
tai50_15.txt - Instance 4,28,14,2,2709,2732
tai50_15.txt - Instance 4,5,14,11,2944,2968
tai50_15.txt - Instance 4,35,12,7,2990,3016
tai50_15.txt - Instance 4,34,8,9,2786,2813
tai50_15.txt - Instance 4,11,11,7,3016,3044
tai50_15.txt - Instance 4,17,13,14,2888,2919
tai50_15.txt - Instance 4,48,12,2,2732,2764
tai50_15.txt - Instance 4,27,11,0,2970,3003
tai50_15.txt - Instance 4,19,11,9,2813,2854
tai50_15.txt - Instance 4,29,9,1,2899,2943
tai50_15.txt - Instance 4,38,10,2,2764,2809
tai50_15.txt - Instance 4,35,13,5,3016,3063
tai50_15.txt - Instance 4,43,12,8,2710,2759
tai50_15.txt - Instance 4,3,10,11,2968,3018
tai50_15.txt - Instance 4,23,13,1,2943,2993
tai50_15.txt - Instance 4,15,10,9,2854,2912
tai50_15.txt - Instance 4,38,11,13,2809,2867
tai50_15.txt - Instance 4,45,10,0,3003,3066
tai50_15.txt - Instance 4,25,11,13,2990,3067
tai50_15.txt - Instance 4,30,13,14,2919,2987
tai50_15.txt - Instance 4,38,12,8,2867,2951
tai50_15.txt - Instance 4,39,11,0,3066,3151
tai50_15.txt - Instance 4,16,12,10,2869,2955
tai50_15.txt - Instance 4,31,11,8,2951,3039
tai50_15.txt - Instance 4,11,12,11,3044,3134
tai50_15.txt - Instance 4,19,12,5,3063,3154
tai50_15.txt - Instance 4,16,13,12,2955,3047
tai50_15.txt - Instance 4,16,14,8,3047,3141
tai50_15.txt - Instance 4,21,10,14,2987,3083
tai50_15.txt - Instance 4,37,14,4,2796,2893
tai50_15.txt - Instance 4,46,14,11,3134,3233
tai50_15.txt - Instance 4,3,11,13,3067,3162
tai50_15.txt - Instance 4,47,11,8,3141,3211
tai50_15.txt - Instance 4,48,13,13,3162,3217
tai50_15.txt - Instance 4,7,10,14,3083,3132
tai50_15.txt - Instance 4,22,13,8,3211,3284
tai50_15.txt - Instance 4,7,11,13,3217,3286
tai50_15.txt - Instance 4,4,12,11,3233,3277
tai50_15.txt - Instance 4,12,13,4,2893,2954
tai50_15.txt - Instance 4,6,13,0,3151,3196
tai50_15.txt - Instance 4,43,13,13,3286,3380
tai50_15.txt - Instance 4,4,13,1,3277,3304
tai50_15.txt - Instance 4,33,11,3,2883,2898
tai50_15.txt - Instance 4,25,12,11,3277,3303
tai50_15.txt - Instance 4,41,13,3,2898,2899
tai50_15.txt - Instance 4,44,10,1,3304,3305
tai50_15.txt - Instance 4,24,10,13,3380,3439
tai50_15.txt - Instance 4,23,14,10,2993,3003
tai50_15.txt - Instance 4,8,12,6,2944,2957
tai50_15.txt - Instance 4,9,14,0,3196,3209
tai50_15.txt - Instance 4,3,12,2,3162,3176
tai50_15.txt - Instance 4,0,11,12,3047,3066
tai50_15.txt - Instance 4,13,13,9,2912,2943
tai50_15.txt - Instance 4,47,12,11,3303,3343
tai50_15.txt - Instance 4,20,11,2,3176,3219
tai50_15.txt - Instance 4,27,12,3,3003,3048
tai50_15.txt - Instance 4,0,12,0,3209,3259
tai50_15.txt - Instance 4,17,14,11,3343,3394
tai50_15.txt - Instance 4,10,11,14,3132,3188
tai50_15.txt - Instance 4,4,14,7,3304,3364
tai50_15.txt - Instance 4,22,14,10,3284,3346
tai50_15.txt - Instance 4,31,12,10,3346,3421
tai50_15.txt - Instance 4,6,14,3,3196,3238
tai50_15.txt - Instance 4,26,11,0,3259,3317
tai50_15.txt - Instance 4,36,11,8,3284,3320
tai50_15.txt - Instance 4,1,11,13,3439,3517
tai50_15.txt - Instance 4,11,13,1,3305,3325
tai50_15.txt - Instance 4,2,9,2,3219,3245
tai50_15.txt - Instance 4,34,9,3,3238,3320
tai50_15.txt - Instance 4,26,12,3,3320,3407
tai50_15.txt - Instance 4,40,13,4,2954,3041
tai50_15.txt - Instance 4,48,14,0,3317,3404
tai50_15.txt - Instance 4,2,10,6,3245,3334
tai50_15.txt - Instance 4,44,11,6,3334,3428
tai50_15.txt - Instance 4,49,14,4,3041,3135
tai50_15.txt - Instance 4,1,12,9,3517,3612
tai50_15.txt - Instance 4,45,11,4,3135,3233
tai50_15.txt - Instance 4,41,14,6,3428,3431
tai50_15.txt - Instance 4,13,14,3,3407,3413
tai50_15.txt - Instance 4,20,12,12,3219,3225
tai50_15.txt - Instance 4,39,12,11,3394,3402
tai50_15.txt - Instance 4,34,10,8,3320,3331
tai50_15.txt - Instance 4,35,14,11,3402,3413
tai50_15.txt - Instance 4,45,12,9,3612,3627
tai50_15.txt - Instance 4,24,11,14,3439,3457
tai50_15.txt - Instance 4,33,12,6,3431,3451
tai50_15.txt - Instance 4,15,11,5,3154,3182
tai50_15.txt - Instance 4,44,12,11,3428,3460
tai50_15.txt - Instance 4,40,14,0,3404,3441
tai50_15.txt - Instance 4,19,13,3,3413,3451
tai50_15.txt - Instance 4,30,14,11,3460,3498
tai50_15.txt - Instance 4,11,14,0,3441,3481
tai50_15.txt - Instance 4,29,10,12,3225,3265
tai50_15.txt - Instance 4,7,12,1,3325,3375
tai50_15.txt - Instance 4,12,14,2,3245,3295
tai50_15.txt - Instance 4,19,14,0,3481,3535
tai50_15.txt - Instance 4,21,11,10,3421,3480
tai50_15.txt - Instance 4,0,13,2,3295,3357
tai50_15.txt - Instance 4,3,13,10,3480,3545
tai50_15.txt - Instance 4,25,13,12,3303,3375
tai50_15.txt - Instance 4,38,13,10,3545,3618
tai50_15.txt - Instance 4,27,13,8,3331,3412
tai50_15.txt - Instance 4,36,12,3,3451,3535
tai50_15.txt - Instance 4,47,13,4,3343,3434
tai50_15.txt - Instance 4,43,14,6,3451,3544
tai50_15.txt - Instance 4,44,13,14,3460,3553
tai50_15.txt - Instance 4,29,11,2,3357,3453
tai50_15.txt - Instance 4,0,14,3,3535,3632
tai50_15.txt - Instance 4,8,13,13,3517,3583
tai50_15.txt - Instance 4,1,13,8,3612,3642
tai50_15.txt - Instance 4,45,13,13,3627,3645
tai50_15.txt - Instance 4,15,12,13,3645,3723
tai50_15.txt - Instance 4,24,12,3,3632,3633
tai50_15.txt - Instance 4,33,13,0,3535,3559
tai50_15.txt - Instance 4,29,12,11,3498,3560
tai50_15.txt - Instance 4,2,11,1,3375,3379
tai50_15.txt - Instance 4,33,14,8,3642,3648
tai50_15.txt - Instance 4,31,13,13,3723,3741
tai50_15.txt - Instance 4,2,12,5,3379,3428
tai50_15.txt - Instance 4,10,12,7,3364,3419
tai50_15.txt - Instance 4,3,14,5,3545,3608
tai50_15.txt - Instance 4,27,14,6,3544,3622
tai50_15.txt - Instance 4,47,14,0,3559,3581
tai50_15.txt - Instance 4,24,13,0,3633,3702
tai50_15.txt - Instance 4,26,13,9,3627,3657
tai50_15.txt - Instance 4,29,13,13,3741,3777
tai50_15.txt - Instance 4,7,13,8,3648,3706
tai50_15.txt - Instance 4,7,14,5,3706,3758
tai50_15.txt - Instance 4,20,13,7,3419,3434
tai50_15.txt - Instance 4,20,14,6,3622,3644
tai50_15.txt - Instance 4,34,11,7,3434,3444
tai50_15.txt - Instance 4,10,13,1,3419,3502
tai50_15.txt - Instance 4,39,13,12,3402,3490
tai50_15.txt - Instance 4,44,14,3,3633,3730
tai50_15.txt - Instance 4,24,14,5,3758,3856
tai50_15.txt - Instance 4,45,14,12,3645,3648
tai50_15.txt - Instance 4,21,12,13,3777,3825
tai50_15.txt - Instance 4,36,13,14,3553,3561
tai50_15.txt - Instance 4,1,14,7,3642,3663
tai50_15.txt - Instance 4,29,14,4,3777,3802
tai50_15.txt - Instance 4,8,14,2,3583,3613
tai50_15.txt - Instance 4,25,14,10,3618,3649
tai50_15.txt - Instance 4,31,14,9,3741,3779
tai50_15.txt - Instance 4,2,13,3,3730,3772
tai50_15.txt - Instance 4,10,14,3,3772,3831
tai50_15.txt - Instance 4,15,13,14,3723,3784
tai50_15.txt - Instance 4,34,12,6,3644,3711
tai50_15.txt - Instance 4,36,14,5,3856,3924
tai50_15.txt - Instance 4,38,14,9,3779,3849
tai50_15.txt - Instance 4,39,14,14,3784,3858
tai50_15.txt - Instance 4,2,14,8,3772,3850
tai50_15.txt - Instance 4,26,14,11,3657,3754
tai50_15.txt - Instance 4,21,13,2,3825,3837
tai50_15.txt - Instance 4,34,13,13,3825,3914
tai50_15.txt - Instance 4,21,14,5,3924,3967
tai50_15.txt - Instance 4,15,14,0,3784,3863
tai50_15.txt - Instance 4,34,14,14,3914,3932
tai50_15.txt - Instance 5,33,0,11,0,7
tai50_15.txt - Instance 5,20,0,3,0,6
tai50_15.txt - Instance 5,23,0,11,7,93
tai50_15.txt - Instance 5,4,0,11,93,116
tai50_15.txt - Instance 5,41,0,9,0,71
tai50_15.txt - Instance 5,17,0,11,116,138
tai50_15.txt - Instance 5,44,0,14,0,59
tai50_15.txt - Instance 5,44,1,8,59,104
tai50_15.txt - Instance 5,11,0,12,0,28
tai50_15.txt - Instance 5,0,0,5,0,25
tai50_15.txt - Instance 5,26,0,3,6,21
tai50_15.txt - Instance 5,44,2,13,104,143
tai50_15.txt - Instance 5,14,0,11,138,187
tai50_15.txt - Instance 5,28,0,4,0,30
tai50_15.txt - Instance 5,27,0,12,28,31
tai50_15.txt - Instance 5,14,1,7,187,208
tai50_15.txt - Instance 5,5,0,9,71,148
tai50_15.txt - Instance 5,9,0,11,187,274
tai50_15.txt - Instance 5,18,0,7,208,236
tai50_15.txt - Instance 5,46,0,10,0,28
tai50_15.txt - Instance 5,17,1,6,138,168
tai50_15.txt - Instance 5,31,0,5,25,47
tai50_15.txt - Instance 5,34,0,12,31,71
tai50_15.txt - Instance 5,15,0,14,59,86
tai50_15.txt - Instance 5,43,0,14,86,159
tai50_15.txt - Instance 5,16,0,0,0,72
tai50_15.txt - Instance 5,47,0,14,159,242
tai50_15.txt - Instance 5,4,1,8,116,166
tai50_15.txt - Instance 5,36,0,6,168,236
tai50_15.txt - Instance 5,26,1,1,21,48
tai50_15.txt - Instance 5,42,0,8,166,208
tai50_15.txt - Instance 5,40,0,7,236,267
tai50_15.txt - Instance 5,31,1,4,47,62
tai50_15.txt - Instance 5,47,1,12,242,259
tai50_15.txt - Instance 5,12,0,4,62,113
tai50_15.txt - Instance 5,48,0,0,72,85
tai50_15.txt - Instance 5,29,0,3,21,44
tai50_15.txt - Instance 5,45,0,8,208,274
tai50_15.txt - Instance 5,23,1,4,113,203
tai50_15.txt - Instance 5,11,1,5,47,100
tai50_15.txt - Instance 5,38,0,2,0,96
tai50_15.txt - Instance 5,33,1,9,148,222
tai50_15.txt - Instance 5,2,0,4,203,302
tai50_15.txt - Instance 5,28,1,10,30,85
tai50_15.txt - Instance 5,10,0,9,222,286
tai50_15.txt - Instance 5,22,0,5,100,168
tai50_15.txt - Instance 5,30,0,1,48,98
tai50_15.txt - Instance 5,1,0,7,267,320
tai50_15.txt - Instance 5,34,1,8,274,363
tai50_15.txt - Instance 5,43,1,7,320,379
tai50_15.txt - Instance 5,38,1,6,236,251
tai50_15.txt - Instance 5,31,2,10,85,89
tai50_15.txt - Instance 5,7,0,1,98,100
tai50_15.txt - Instance 5,22,1,2,168,191
tai50_15.txt - Instance 5,0,1,0,85,95
tai50_15.txt - Instance 5,2,1,6,302,353
tai50_15.txt - Instance 5,33,2,2,222,236
tai50_15.txt - Instance 5,20,1,10,89,108
tai50_15.txt - Instance 5,32,0,11,274,368
tai50_15.txt - Instance 5,6,0,1,100,128
tai50_15.txt - Instance 5,41,1,7,379,409
tai50_15.txt - Instance 5,47,2,6,353,379
tai50_15.txt - Instance 5,30,1,6,379,435
tai50_15.txt - Instance 5,14,2,14,242,279
tai50_15.txt - Instance 5,42,1,14,279,318
tai50_15.txt - Instance 5,0,2,2,236,276
tai50_15.txt - Instance 5,23,2,6,435,479
tai50_15.txt - Instance 5,39,0,7,409,456
tai50_15.txt - Instance 5,44,3,4,302,366
tai50_15.txt - Instance 5,13,0,13,143,194
tai50_15.txt - Instance 5,21,0,10,108,160
tai50_15.txt - Instance 5,36,1,11,368,464
tai50_15.txt - Instance 5,12,1,1,128,221
tai50_15.txt - Instance 5,19,0,4,366,433
tai50_15.txt - Instance 5,35,0,0,95,166
tai50_15.txt - Instance 5,40,1,11,464,540
tai50_15.txt - Instance 5,25,0,14,318,395
tai50_15.txt - Instance 5,6,1,2,276,360
tai50_15.txt - Instance 5,22,2,0,191,209
tai50_15.txt - Instance 5,22,3,13,209,274
tai50_15.txt - Instance 5,29,1,5,168,235
tai50_15.txt - Instance 5,3,0,9,286,354
tai50_15.txt - Instance 5,39,1,2,456,527
tai50_15.txt - Instance 5,16,1,9,354,452
tai50_15.txt - Instance 5,34,2,6,479,552
tai50_15.txt - Instance 5,8,0,6,552,613
tai50_15.txt - Instance 5,30,2,7,456,536
tai50_15.txt - Instance 5,24,0,11,540,544
tai50_15.txt - Instance 5,49,0,11,544,547
tai50_15.txt - Instance 5,28,2,13,274,359
tai50_15.txt - Instance 5,1,1,2,527,610
tai50_15.txt - Instance 5,48,1,14,395,480
tai50_15.txt - Instance 5,34,3,4,552,644
tai50_15.txt - Instance 5,27,1,14,480,573
tai50_15.txt - Instance 5,6,2,3,360,455
tai50_15.txt - Instance 5,37,0,5,235,331
tai50_15.txt - Instance 5,46,1,11,547,643
tai50_15.txt - Instance 5,25,1,0,395,492
tai50_15.txt - Instance 5,17,2,0,492,509
tai50_15.txt - Instance 5,9,1,13,359,453
tai50_15.txt - Instance 5,18,1,10,236,240
tai50_15.txt - Instance 5,41,2,12,409,467
tai50_15.txt - Instance 5,23,3,10,479,539
tai50_15.txt - Instance 5,15,1,5,331,394
tai50_15.txt - Instance 5,4,2,1,221,246
tai50_15.txt - Instance 5,5,1,3,455,474
tai50_15.txt - Instance 5,6,3,5,455,483
tai50_15.txt - Instance 5,10,1,10,539,619
tai50_15.txt - Instance 5,7,1,14,573,633
tai50_15.txt - Instance 5,39,2,8,527,564
tai50_15.txt - Instance 5,45,1,11,643,666
tai50_15.txt - Instance 5,35,1,4,644,687
tai50_15.txt - Instance 5,17,3,5,509,562
tai50_15.txt - Instance 5,26,2,12,467,502
tai50_15.txt - Instance 5,13,1,12,502,537
tai50_15.txt - Instance 5,6,4,13,483,576
tai50_15.txt - Instance 5,26,3,11,666,713
tai50_15.txt - Instance 5,10,2,5,619,711
tai50_15.txt - Instance 5,0,3,14,633,683
tai50_15.txt - Instance 5,3,1,13,576,595
tai50_15.txt - Instance 5,4,3,9,452,489
tai50_15.txt - Instance 5,29,2,2,610,643
tai50_15.txt - Instance 5,11,2,1,246,310
tai50_15.txt - Instance 5,7,2,10,633,645
tai50_15.txt - Instance 5,38,2,13,595,626
tai50_15.txt - Instance 5,29,3,9,643,670
tai50_15.txt - Instance 5,21,1,12,537,562
tai50_15.txt - Instance 5,2,2,5,711,797
tai50_15.txt - Instance 5,8,1,13,626,656
tai50_15.txt - Instance 5,32,1,13,656,686
tai50_15.txt - Instance 5,41,3,4,687,758
tai50_15.txt - Instance 5,43,2,9,670,674
tai50_15.txt - Instance 5,34,4,14,683,741
tai50_15.txt - Instance 5,49,1,3,547,562
tai50_15.txt - Instance 5,20,2,14,741,806
tai50_15.txt - Instance 5,18,2,4,758,769
tai50_15.txt - Instance 5,31,3,9,674,714
tai50_15.txt - Instance 5,18,3,0,769,856
tai50_15.txt - Instance 5,33,3,1,310,375
tai50_15.txt - Instance 5,12,2,8,564,641
tai50_15.txt - Instance 5,27,2,10,645,701
tai50_15.txt - Instance 5,9,2,0,856,947
tai50_15.txt - Instance 5,29,4,13,686,764
tai50_15.txt - Instance 5,47,3,10,701,779
tai50_15.txt - Instance 5,8,2,2,656,737
tai50_15.txt - Instance 5,0,4,12,683,728
tai50_15.txt - Instance 5,4,4,2,737,830
tai50_15.txt - Instance 5,20,3,5,806,811
tai50_15.txt - Instance 5,42,2,9,714,722
tai50_15.txt - Instance 5,14,3,2,830,854
tai50_15.txt - Instance 5,28,3,6,613,663
tai50_15.txt - Instance 5,24,1,14,806,827
tai50_15.txt - Instance 5,23,4,12,728,750
tai50_15.txt - Instance 5,9,3,10,947,961
tai50_15.txt - Instance 5,42,3,10,961,987
tai50_15.txt - Instance 5,13,2,2,854,918
tai50_15.txt - Instance 5,11,3,13,764,788
tai50_15.txt - Instance 5,36,2,13,788,818
tai50_15.txt - Instance 5,16,2,2,918,968
tai50_15.txt - Instance 5,19,1,9,722,742
tai50_15.txt - Instance 5,37,1,6,663,697
tai50_15.txt - Instance 5,7,3,12,750,785
tai50_15.txt - Instance 5,15,2,9,742,777
tai50_15.txt - Instance 5,44,4,9,777,812
tai50_15.txt - Instance 5,46,2,13,818,855
tai50_15.txt - Instance 5,12,3,10,987,1048
tai50_15.txt - Instance 5,44,5,7,812,854
tai50_15.txt - Instance 5,5,2,4,769,813
tai50_15.txt - Instance 5,33,4,12,785,804
tai50_15.txt - Instance 5,1,2,1,610,662
tai50_15.txt - Instance 5,3,2,3,595,608
tai50_15.txt - Instance 5,25,2,8,641,702
tai50_15.txt - Instance 5,41,4,10,1048,1135
tai50_15.txt - Instance 5,48,2,9,812,861
tai50_15.txt - Instance 5,31,4,0,947,1016
tai50_15.txt - Instance 5,40,2,14,827,831
tai50_15.txt - Instance 5,5,3,7,854,933
tai50_15.txt - Instance 5,23,5,8,750,833
tai50_15.txt - Instance 5,15,3,11,777,829
tai50_15.txt - Instance 5,32,2,6,697,748
tai50_15.txt - Instance 5,22,4,1,662,751
tai50_15.txt - Instance 5,32,3,5,811,897
tai50_15.txt - Instance 5,34,5,13,855,923
tai50_15.txt - Instance 5,30,3,5,897,951
tai50_15.txt - Instance 5,8,3,4,813,883
tai50_15.txt - Instance 5,49,2,0,1016,1056
tai50_15.txt - Instance 5,4,5,5,951,1025
tai50_15.txt - Instance 5,7,4,4,883,928
tai50_15.txt - Instance 5,16,3,5,1025,1070
tai50_15.txt - Instance 5,14,4,12,854,950
tai50_15.txt - Instance 5,27,3,0,1056,1138
tai50_15.txt - Instance 5,35,2,12,950,961
tai50_15.txt - Instance 5,39,3,9,861,920
tai50_15.txt - Instance 5,45,2,1,751,779
tai50_15.txt - Instance 5,25,3,1,779,840
tai50_15.txt - Instance 5,17,4,10,1135,1185
tai50_15.txt - Instance 5,31,5,6,1016,1114
tai50_15.txt - Instance 5,42,4,7,987,1013
tai50_15.txt - Instance 5,18,4,12,961,1023
tai50_15.txt - Instance 5,43,3,5,1070,1095
tai50_15.txt - Instance 5,6,5,10,1185,1252
tai50_15.txt - Instance 5,29,5,11,829,893
tai50_15.txt - Instance 5,42,5,6,1114,1123
tai50_15.txt - Instance 5,26,4,4,928,1007
tai50_15.txt - Instance 5,18,5,14,1023,1082
tai50_15.txt - Instance 5,38,3,7,1013,1106
tai50_15.txt - Instance 5,4,6,6,1123,1170
tai50_15.txt - Instance 5,29,6,12,1023,1028
tai50_15.txt - Instance 5,10,3,12,1028,1127
tai50_15.txt - Instance 5,37,2,11,893,964
tai50_15.txt - Instance 5,45,3,4,1007,1019
tai50_15.txt - Instance 5,16,4,13,1070,1143
tai50_15.txt - Instance 5,21,2,13,1143,1176
tai50_15.txt - Instance 5,36,3,5,1095,1179
tai50_15.txt - Instance 5,6,6,6,1252,1327
