Instance,Job,Operation,Machine,Start,End
tai50_15.txt - Instance 1,9,12,10,3295,3332
tai50_15.txt - Instance 1,26,13,3,3586,3652
tai50_15.txt - Instance 1,2,12,9,3498,3505
tai50_15.txt - Instance 1,23,11,5,3321,3348
tai50_15.txt - Instance 1,13,11,6,3493,3581
tai50_15.txt - Instance 1,22,12,4,3336,3356
tai50_15.txt - Instance 1,38,11,13,3416,3500
tai50_15.txt - Instance 1,6,14,4,3356,3445
tai50_15.txt - Instance 1,4,14,13,3500,3527
tai50_15.txt - Instance 1,1,9,11,3381,3396
tai50_15.txt - Instance 1,15,14,14,3395,3463
tai50_15.txt - Instance 1,11,11,6,3581,3636
tai50_15.txt - Instance 1,12,12,5,3348,3388
tai50_15.txt - Instance 1,8,11,9,3505,3575
tai50_15.txt - Instance 1,1,10,13,3527,3586
tai50_15.txt - Instance 1,42,13,0,3265,3275
tai50_15.txt - Instance 1,26,14,10,3652,3674
tai50_15.txt - Instance 1,28,14,6,3636,3703
tai50_15.txt - Instance 1,48,12,5,3388,3413
tai50_15.txt - Instance 1,3,12,11,3396,3438
tai50_15.txt - Instance 1,42,14,7,3313,3347
tai50_15.txt - Instance 1,39,14,13,3586,3605
tai50_15.txt - Instance 1,19,14,13,3605,3652
tai50_15.txt - Instance 1,18,12,11,3438,3536
tai50_15.txt - Instance 1,25,11,3,3652,3660
tai50_15.txt - Instance 1,35,12,6,3703,3802
tai50_15.txt - Instance 1,30,13,9,3575,3637
tai50_15.txt - Instance 1,7,10,2,3325,3411
tai50_15.txt - Instance 1,41,12,1,3498,3530
tai50_15.txt - Instance 1,47,13,8,3559,3629
tai50_15.txt - Instance 1,34,11,0,3515,3582
tai50_15.txt - Instance 1,7,11,1,3530,3565
tai50_15.txt - Instance 1,0,12,11,3536,3596
tai50_15.txt - Instance 1,12,13,7,3388,3399
tai50_15.txt - Instance 1,38,12,11,3596,3644
tai50_15.txt - Instance 1,43,10,4,3445,3476
tai50_15.txt - Instance 1,29,11,2,3411,3493
tai50_15.txt - Instance 1,8,12,6,3802,3846
tai50_15.txt - Instance 1,12,14,11,3644,3662
tai50_15.txt - Instance 1,11,12,13,3652,3699
tai50_15.txt - Instance 1,43,11,12,3524,3597
tai50_15.txt - Instance 1,13,12,1,3581,3661
tai50_15.txt - Instance 1,45,13,4,3534,3572
tai50_15.txt - Instance 1,24,10,9,3637,3685
tai50_15.txt - Instance 1,9,13,0,3582,3630
tai50_15.txt - Instance 1,17,12,3,3660,3677
tai50_15.txt - Instance 1,30,14,2,3637,3723
tai50_15.txt - Instance 1,45,14,12,3597,3643
tai50_15.txt - Instance 1,48,13,13,3699,3766
tai50_15.txt - Instance 1,3,13,13,3766,3859
tai50_15.txt - Instance 1,22,13,9,3685,3764
tai50_15.txt - Instance 1,2,13,12,3643,3664
tai50_15.txt - Instance 1,23,12,11,3662,3670
tai50_15.txt - Instance 1,41,13,13,3859,3874
tai50_15.txt - Instance 1,38,13,14,3644,3709
tai50_15.txt - Instance 1,1,11,0,3630,3663
tai50_15.txt - Instance 1,29,12,5,3493,3564
tai50_15.txt - Instance 1,24,11,5,3685,3714
tai50_15.txt - Instance 1,43,12,2,3723,3818
tai50_15.txt - Instance 1,3,14,6,3859,3860
tai50_15.txt - Instance 1,18,13,6,3860,3907
tai50_15.txt - Instance 1,22,14,13,3874,3912
tai50_15.txt - Instance 1,35,13,12,3802,3840
tai50_15.txt - Instance 1,47,14,6,3907,3956
tai50_15.txt - Instance 1,35,14,11,3840,3919
tai50_15.txt - Instance 1,23,13,12,3840,3927
tai50_15.txt - Instance 1,7,12,3,3677,3720
tai50_15.txt - Instance 1,0,13,2,3818,3828
tai50_15.txt - Instance 1,9,14,13,3912,3926
tai50_15.txt - Instance 1,25,12,9,3764,3789
tai50_15.txt - Instance 1,34,12,10,3674,3699
tai50_15.txt - Instance 1,11,13,0,3699,3782
tai50_15.txt - Instance 1,38,14,2,3828,3847
tai50_15.txt - Instance 1,8,13,13,3926,3979
tai50_15.txt - Instance 1,17,13,2,3847,3848
tai50_15.txt - Instance 1,34,13,13,3979,4056
tai50_15.txt - Instance 1,13,13,9,3789,3830
tai50_15.txt - Instance 1,11,14,1,3782,3843
tai50_15.txt - Instance 1,48,14,14,3766,3855
tai50_15.txt - Instance 1,41,14,5,3874,3890
tai50_15.txt - Instance 1,18,14,12,3927,3934
tai50_15.txt - Instance 1,2,14,0,3782,3820
tai50_15.txt - Instance 1,43,13,3,3818,3857
tai50_15.txt - Instance 1,24,12,6,3956,3972
tai50_15.txt - Instance 1,29,13,9,3830,3892
tai50_15.txt - Instance 1,1,12,5,3890,3973
tai50_15.txt - Instance 1,24,13,14,3972,4013
tai50_15.txt - Instance 1,8,14,11,3979,4020
tai50_15.txt - Instance 1,7,13,8,3720,3795
tai50_15.txt - Instance 1,25,13,5,3973,4030
tai50_15.txt - Instance 1,17,14,5,4030,4067
tai50_15.txt - Instance 1,34,14,1,4056,4099
tai50_15.txt - Instance 1,23,14,13,4056,4097
tai50_15.txt - Instance 1,0,14,14,4013,4047
tai50_15.txt - Instance 1,13,14,4,3830,3898
tai50_15.txt - Instance 1,1,13,10,3973,4045
tai50_15.txt - Instance 1,43,14,5,4067,4078
tai50_15.txt - Instance 1,24,14,11,4020,4050
tai50_15.txt - Instance 1,1,14,6,4045,4072
tai50_15.txt - Instance 1,29,14,13,4097,4153
tai50_15.txt - Instance 1,7,14,9,3892,3953
tai50_15.txt - Instance 1,25,14,2,4030,4121
tai50_15.txt - Instance 2,7,0,13,0,61
tai50_15.txt - Instance 2,40,0,9,0,36
tai50_15.txt - Instance 2,27,0,7,0,48
tai50_15.txt - Instance 2,34,0,14,0,12
tai50_15.txt - Instance 2,22,0,10,0,57
tai50_15.txt - Instance 2,34,1,8,12,96
tai50_15.txt - Instance 2,4,0,11,0,48
tai50_15.txt - Instance 2,35,0,5,0,3
tai50_15.txt - Instance 2,13,0,5,3,19
tai50_15.txt - Instance 2,32,0,9,36,132
tai50_15.txt - Instance 2,14,0,8,96,186
tai50_15.txt - Instance 2,31,0,4,0,22
tai50_15.txt - Instance 2,7,1,14,61,145
tai50_15.txt - Instance 2,16,0,14,145,231
tai50_15.txt - Instance 2,41,0,12,0,61
tai50_15.txt - Instance 2,3,0,10,57,150
tai50_15.txt - Instance 2,0,0,1,0,17
tai50_15.txt - Instance 2,42,0,14,231,276
tai50_15.txt - Instance 2,21,0,9,132,219
tai50_15.txt - Instance 2,7,2,2,145,241
tai50_15.txt - Instance 2,0,1,12,61,116
tai50_15.txt - Instance 2,45,0,2,241,285
tai50_15.txt - Instance 2,15,0,11,48,72
tai50_15.txt - Instance 2,36,0,4,22,61
tai50_15.txt - Instance 2,5,0,2,285,334
tai50_15.txt - Instance 2,20,0,3,0,93
tai50_15.txt - Instance 2,11,0,12,116,201
tai50_15.txt - Instance 2,48,0,5,19,84
tai50_15.txt - Instance 2,47,0,8,186,203
tai50_15.txt - Instance 2,1,0,7,48,66
tai50_15.txt - Instance 2,42,1,7,276,314
tai50_15.txt - Instance 2,40,1,12,201,241
tai50_15.txt - Instance 2,45,1,7,314,367
tai50_15.txt - Instance 2,10,0,1,17,24
tai50_15.txt - Instance 2,12,0,6,0,14
tai50_15.txt - Instance 2,49,0,3,93,162
tai50_15.txt - Instance 2,46,0,6,14,100
tai50_15.txt - Instance 2,29,0,8,203,235
tai50_15.txt - Instance 2,26,0,4,61,152
tai50_15.txt - Instance 2,37,0,7,367,417
tai50_15.txt - Instance 2,34,2,5,96,158
tai50_15.txt - Instance 2,20,1,14,276,372
tai50_15.txt - Instance 2,39,0,2,334,413
tai50_15.txt - Instance 2,25,0,0,0,82
tai50_15.txt - Instance 2,13,1,11,72,115
tai50_15.txt - Instance 2,32,1,7,417,430
tai50_15.txt - Instance 2,8,0,14,372,465
tai50_15.txt - Instance 2,23,0,12,241,333
tai50_15.txt - Instance 2,48,1,11,115,205
tai50_15.txt - Instance 2,28,0,6,100,128
tai50_15.txt - Instance 2,37,1,2,417,492
tai50_15.txt - Instance 2,2,0,9,219,261
tai50_15.txt - Instance 2,39,1,11,413,504
tai50_15.txt - Instance 2,34,3,9,261,340
tai50_15.txt - Instance 2,30,0,9,340,354
tai50_15.txt - Instance 2,43,0,14,465,509
tai50_15.txt - Instance 2,40,2,7,430,469
tai50_15.txt - Instance 2,24,0,4,152,239
tai50_15.txt - Instance 2,22,1,14,509,526
tai50_15.txt - Instance 2,3,1,7,469,516
tai50_15.txt - Instance 2,31,1,5,158,197
tai50_15.txt - Instance 2,38,0,8,235,295
tai50_15.txt - Instance 2,16,1,0,231,236
tai50_15.txt - Instance 2,26,1,3,162,172
tai50_15.txt - Instance 2,44,0,12,333,380
tai50_15.txt - Instance 2,19,0,2,492,564
tai50_15.txt - Instance 2,27,1,9,354,395
tai50_15.txt - Instance 2,17,0,14,526,545
tai50_15.txt - Instance 2,33,0,1,24,73
tai50_15.txt - Instance 2,45,2,0,367,466
tai50_15.txt - Instance 2,8,1,6,465,469
tai50_15.txt - Instance 2,4,1,0,466,546
tai50_15.txt - Instance 2,9,0,4,239,295
tai50_15.txt - Instance 2,6,0,4,295,351
tai50_15.txt - Instance 2,18,0,10,150,203
tai50_15.txt - Instance 2,8,2,1,469,497
tai50_15.txt - Instance 2,1,1,1,497,556
tai50_15.txt - Instance 2,14,1,3,186,205
tai50_15.txt - Instance 2,13,2,4,351,433
tai50_15.txt - Instance 2,16,2,5,236,330
tai50_15.txt - Instance 2,21,1,8,295,334
tai50_15.txt - Instance 2,49,1,11,504,568
tai50_15.txt - Instance 2,9,1,3,295,326
tai50_15.txt - Instance 2,10,1,3,326,407
tai50_15.txt - Instance 2,41,1,10,203,251
tai50_15.txt - Instance 2,5,1,4,433,475
tai50_15.txt - Instance 2,25,1,14,545,595
tai50_15.txt - Instance 2,35,1,12,380,423
tai50_15.txt - Instance 2,41,2,0,546,602
tai50_15.txt - Instance 2,12,1,14,595,623
tai50_15.txt - Instance 2,41,3,13,602,610
tai50_15.txt - Instance 2,29,1,12,423,461
tai50_15.txt - Instance 2,22,2,6,526,584
tai50_15.txt - Instance 2,36,1,0,602,650
tai50_15.txt - Instance 2,32,2,0,650,708
tai50_15.txt - Instance 2,25,2,11,595,655
tai50_15.txt - Instance 2,46,1,3,407,504
tai50_15.txt - Instance 2,26,2,0,708,795
tai50_15.txt - Instance 2,6,1,3,504,583
tai50_15.txt - Instance 2,11,1,2,564,649
tai50_15.txt - Instance 2,42,2,8,334,413
tai50_15.txt - Instance 2,7,3,12,461,525
tai50_15.txt - Instance 2,48,2,3,583,621
tai50_15.txt - Instance 2,22,3,9,584,611
tai50_15.txt - Instance 2,17,1,13,610,655
tai50_15.txt - Instance 2,20,2,11,655,748
tai50_15.txt - Instance 2,24,1,1,556,636
tai50_15.txt - Instance 2,34,4,6,584,682
tai50_15.txt - Instance 2,15,1,4,475,570
tai50_15.txt - Instance 2,10,2,14,623,720
tai50_15.txt - Instance 2,9,2,7,516,588
tai50_15.txt - Instance 2,39,2,14,720,743
tai50_15.txt - Instance 2,0,2,2,649,711
tai50_15.txt - Instance 2,13,3,0,795,797
tai50_15.txt - Instance 2,47,1,2,711,720
tai50_15.txt - Instance 2,40,3,8,469,483
tai50_15.txt - Instance 2,35,2,8,483,487
tai50_15.txt - Instance 2,33,1,8,487,523
tai50_15.txt - Instance 2,46,2,0,797,813
tai50_15.txt - Instance 2,13,4,9,797,883
tai50_15.txt - Instance 2,39,3,0,813,834
tai50_15.txt - Instance 2,38,1,6,682,696
tai50_15.txt - Instance 2,24,2,14,743,746
tai50_15.txt - Instance 2,9,3,6,696,784
tai50_15.txt - Instance 2,37,2,10,492,542
tai50_15.txt - Instance 2,30,1,5,354,385
tai50_15.txt - Instance 2,35,3,14,746,833
tai50_15.txt - Instance 2,31,2,10,542,567
tai50_15.txt - Instance 2,20,3,7,748,836
tai50_15.txt - Instance 2,13,5,10,883,953
tai50_15.txt - Instance 2,14,2,14,833,887
tai50_15.txt - Instance 2,26,3,10,953,1018
tai50_15.txt - Instance 2,12,2,2,720,769
tai50_15.txt - Instance 2,45,3,4,570,665
tai50_15.txt - Instance 2,44,1,3,621,708
tai50_15.txt - Instance 2,48,3,12,621,718
tai50_15.txt - Instance 2,16,3,4,665,666
tai50_15.txt - Instance 2,7,4,5,525,583
tai50_15.txt - Instance 2,21,2,7,836,920
tai50_15.txt - Instance 2,7,5,8,583,647
tai50_15.txt - Instance 2,25,3,4,666,681
tai50_15.txt - Instance 2,40,4,11,748,828
tai50_15.txt - Instance 2,39,4,6,834,925
tai50_15.txt - Instance 2,36,2,11,828,883
tai50_15.txt - Instance 2,4,2,9,883,931
tai50_15.txt - Instance 2,2,1,3,708,719
tai50_15.txt - Instance 2,28,1,10,1018,1082
tai50_15.txt - Instance 2,5,2,14,887,949
tai50_15.txt - Instance 2,23,1,2,769,786
tai50_15.txt - Instance 2,11,2,4,681,774
tai50_15.txt - Instance 2,0,3,6,925,999
tai50_15.txt - Instance 2,10,3,8,720,772
tai50_15.txt - Instance 2,1,2,0,834,921
tai50_15.txt - Instance 2,41,4,4,774,850
tai50_15.txt - Instance 2,14,3,12,887,914
tai50_15.txt - Instance 2,43,1,6,999,1005
tai50_15.txt - Instance 2,15,2,13,655,746
tai50_15.txt - Instance 2,19,1,8,772,773
tai50_15.txt - Instance 2,18,1,0,921,954
tai50_15.txt - Instance 2,4,3,3,931,934
tai50_15.txt - Instance 2,3,2,3,934,1016
tai50_15.txt - Instance 2,17,2,1,655,705
tai50_15.txt - Instance 2,27,2,2,786,830
tai50_15.txt - Instance 2,32,3,10,1082,1102
tai50_15.txt - Instance 2,29,2,14,949,1039
tai50_15.txt - Instance 2,3,3,12,1016,1080
tai50_15.txt - Instance 2,43,2,3,1016,1047
tai50_15.txt - Instance 2,40,5,14,1039,1063
tai50_15.txt - Instance 2,45,4,5,665,697
tai50_15.txt - Instance 2,20,4,0,954,958
tai50_15.txt - Instance 2,41,5,8,850,875
tai50_15.txt - Instance 2,6,2,7,920,1017
tai50_15.txt - Instance 2,31,3,1,705,730
tai50_15.txt - Instance 2,8,3,3,1047,1090
tai50_15.txt - Instance 2,30,2,12,1080,1176
tai50_15.txt - Instance 2,38,2,5,697,751
tai50_15.txt - Instance 2,24,3,7,1017,1114
tai50_15.txt - Instance 2,34,5,0,958,1002
tai50_15.txt - Instance 2,48,4,7,1114,1210
tai50_15.txt - Instance 2,22,4,13,746,794
tai50_15.txt - Instance 2,49,2,5,751,828
tai50_15.txt - Instance 2,6,3,10,1102,1136
tai50_15.txt - Instance 2,12,3,11,883,936
tai50_15.txt - Instance 2,42,3,4,850,885
tai50_15.txt - Instance 2,16,4,10,1136,1204
tai50_15.txt - Instance 2,41,6,3,1090,1133
tai50_15.txt - Instance 2,41,7,1,1133,1200
tai50_15.txt - Instance 2,7,6,10,1204,1218
tai50_15.txt - Instance 2,28,2,11,1082,1169
tai50_15.txt - Instance 2,2,2,5,828,921
tai50_15.txt - Instance 2,10,4,2,830,923
tai50_15.txt - Instance 2,27,3,4,885,984
tai50_15.txt - Instance 2,37,3,14,1063,1131
tai50_15.txt - Instance 2,12,4,0,1002,1096
tai50_15.txt - Instance 2,11,3,6,1005,1040
tai50_15.txt - Instance 2,13,6,14,1131,1180
tai50_15.txt - Instance 2,9,4,0,1096,1102
tai50_15.txt - Instance 2,25,4,6,1040,1106
tai50_15.txt - Instance 2,36,3,14,1180,1255
tai50_15.txt - Instance 2,8,4,0,1102,1194
tai50_15.txt - Instance 2,7,7,4,1218,1258
tai50_15.txt - Instance 2,33,2,0,1194,1219
tai50_15.txt - Instance 2,0,4,10,1218,1256
tai50_15.txt - Instance 2,46,3,8,875,908
tai50_15.txt - Instance 2,22,5,5,921,959
tai50_15.txt - Instance 2,46,4,10,1256,1303
tai50_15.txt - Instance 2,26,4,6,1106,1118
tai50_15.txt - Instance 2,44,2,0,1219,1269
tai50_15.txt - Instance 2,9,5,8,1102,1152
tai50_15.txt - Instance 2,8,5,7,1210,1265
tai50_15.txt - Instance 2,5,3,7,1265,1351
tai50_15.txt - Instance 2,3,4,8,1152,1190
tai50_15.txt - Instance 2,41,8,7,1351,1361
tai50_15.txt - Instance 2,32,4,13,1102,1107
tai50_15.txt - Instance 2,47,2,5,959,976
tai50_15.txt - Instance 2,42,4,6,1118,1142
tai50_15.txt - Instance 2,18,2,12,1176,1266
tai50_15.txt - Instance 2,29,3,7,1361,1379
tai50_15.txt - Instance 2,24,4,6,1142,1195
tai50_15.txt - Instance 2,13,7,12,1266,1292
tai50_15.txt - Instance 2,12,5,3,1133,1140
tai50_15.txt - Instance 2,39,5,7,1379,1431
tai50_15.txt - Instance 2,11,4,11,1169,1220
tai50_15.txt - Instance 2,35,4,0,1269,1333
tai50_15.txt - Instance 2,1,3,11,1220,1260
tai50_15.txt - Instance 2,37,4,6,1195,1228
tai50_15.txt - Instance 2,42,5,13,1142,1143
tai50_15.txt - Instance 2,43,3,11,1260,1309
tai50_15.txt - Instance 2,6,4,9,1136,1139
tai50_15.txt - Instance 2,29,4,11,1379,1388
tai50_15.txt - Instance 2,23,2,0,1333,1339
tai50_15.txt - Instance 2,45,5,10,1303,1336
tai50_15.txt - Instance 2,15,3,0,1339,1396
tai50_15.txt - Instance 2,48,5,6,1228,1242
tai50_15.txt - Instance 2,19,2,10,1336,1344
tai50_15.txt - Instance 2,21,3,1,1200,1269
tai50_15.txt - Instance 2,33,3,12,1292,1320
tai50_15.txt - Instance 2,2,3,10,1344,1416
tai50_15.txt - Instance 2,2,4,8,1416,1474
tai50_15.txt - Instance 2,36,4,5,1255,1319
tai50_15.txt - Instance 2,9,6,10,1416,1482
tai50_15.txt - Instance 2,20,5,9,1139,1151
tai50_15.txt - Instance 2,4,4,7,1431,1438
tai50_15.txt - Instance 2,14,4,9,1151,1189
tai50_15.txt - Instance 2,30,3,7,1438,1533
tai50_15.txt - Instance 2,32,5,14,1255,1281
tai50_15.txt - Instance 2,34,6,13,1143,1168
tai50_15.txt - Instance 2,47,3,10,1482,1547
tai50_15.txt - Instance 2,31,4,0,1396,1480
tai50_15.txt - Instance 2,16,5,1,1269,1319
tai50_15.txt - Instance 2,17,3,9,1189,1203
tai50_15.txt - Instance 2,35,5,1,1333,1369
tai50_15.txt - Instance 2,3,5,0,1480,1504
tai50_15.txt - Instance 2,49,3,6,1242,1245
tai50_15.txt - Instance 2,40,6,5,1319,1368
tai50_15.txt - Instance 2,6,5,8,1474,1557
tai50_15.txt - Instance 2,38,3,2,923,934
tai50_15.txt - Instance 2,23,3,5,1368,1426
tai50_15.txt - Instance 2,39,6,13,1431,1479
tai50_15.txt - Instance 2,13,8,3,1292,1355
tai50_15.txt - Instance 2,37,5,3,1355,1454
tai50_15.txt - Instance 2,15,4,14,1396,1467
tai50_15.txt - Instance 2,26,5,9,1203,1276
tai50_15.txt - Instance 2,36,5,1,1369,1391
tai50_15.txt - Instance 2,16,6,8,1557,1610
tai50_15.txt - Instance 2,11,5,9,1276,1282
tai50_15.txt - Instance 2,39,7,5,1479,1480
tai50_15.txt - Instance 2,28,3,14,1467,1518
tai50_15.txt - Instance 2,29,5,0,1504,1537
tai50_15.txt - Instance 2,21,4,0,1537,1602
tai50_15.txt - Instance 2,18,3,4,1266,1279
tai50_15.txt - Instance 2,43,4,1,1391,1402
tai50_15.txt - Instance 2,22,6,7,1533,1610
tai50_15.txt - Instance 2,2,5,6,1474,1523
tai50_15.txt - Instance 2,5,4,1,1402,1416
tai50_15.txt - Instance 2,25,5,1,1416,1471
tai50_15.txt - Instance 2,1,4,4,1279,1332
tai50_15.txt - Instance 2,2,6,12,1523,1569
tai50_15.txt - Instance 2,6,6,2,1557,1596
tai50_15.txt - Instance 2,43,5,2,1596,1640
tai50_15.txt - Instance 2,12,6,12,1569,1583
tai50_15.txt - Instance 2,10,5,5,1480,1508
tai50_15.txt - Instance 2,19,3,0,1602,1665
tai50_15.txt - Instance 2,46,5,9,1303,1396
tai50_15.txt - Instance 2,7,8,0,1665,1759
tai50_15.txt - Instance 2,27,4,14,1518,1532
tai50_15.txt - Instance 2,31,5,2,1640,1689
tai50_15.txt - Instance 2,34,7,3,1454,1479
tai50_15.txt - Instance 2,40,7,10,1547,1574
tai50_15.txt - Instance 2,41,9,9,1396,1488
tai50_15.txt - Instance 2,0,5,0,1759,1803
tai50_15.txt - Instance 2,3,6,5,1508,1525
tai50_15.txt - Instance 2,29,6,10,1574,1617
tai50_15.txt - Instance 2,44,3,11,1388,1428
tai50_15.txt - Instance 2,45,6,13,1479,1547
tai50_15.txt - Instance 2,2,7,4,1569,1590
tai50_15.txt - Instance 2,24,5,2,1689,1727
tai50_15.txt - Instance 2,13,9,7,1610,1644
tai50_15.txt - Instance 2,8,6,4,1590,1677
tai50_15.txt - Instance 2,14,5,10,1617,1674
tai50_15.txt - Instance 2,15,5,5,1525,1596
tai50_15.txt - Instance 2,43,6,10,1674,1772
tai50_15.txt - Instance 2,35,6,10,1772,1852
tai50_15.txt - Instance 2,32,6,8,1610,1636
tai50_15.txt - Instance 2,39,8,12,1583,1606
tai50_15.txt - Instance 2,24,6,10,1852,1880
tai50_15.txt - Instance 2,17,4,8,1636,1639
tai50_15.txt - Instance 2,33,4,5,1596,1642
tai50_15.txt - Instance 2,31,6,8,1689,1757
tai50_15.txt - Instance 2,6,7,13,1596,1640
tai50_15.txt - Instance 2,26,6,5,1642,1659
tai50_15.txt - Instance 2,37,6,8,1757,1789
tai50_15.txt - Instance 2,38,4,7,1644,1742
tai50_15.txt - Instance 2,42,6,5,1659,1710
tai50_15.txt - Instance 2,1,5,9,1488,1526
tai50_15.txt - Instance 2,44,4,4,1677,1762
tai50_15.txt - Instance 2,22,7,0,1803,1895
tai50_15.txt - Instance 2,1,6,10,1880,1924
tai50_15.txt - Instance 2,37,7,0,1895,1941
tai50_15.txt - Instance 2,48,6,2,1727,1812
tai50_15.txt - Instance 2,30,4,14,1533,1616
tai50_15.txt - Instance 2,46,6,4,1762,1773
tai50_15.txt - Instance 2,15,6,9,1596,1680
tai50_15.txt - Instance 2,8,7,9,1680,1699
tai50_15.txt - Instance 2,47,4,6,1547,1635
tai50_15.txt - Instance 2,20,6,12,1606,1640
tai50_15.txt - Instance 2,8,8,10,1924,1947
tai50_15.txt - Instance 2,5,5,8,1789,1814
tai50_15.txt - Instance 2,27,5,10,1947,1956
tai50_15.txt - Instance 2,0,6,11,1803,1832
tai50_15.txt - Instance 2,10,6,9,1699,1773
tai50_15.txt - Instance 2,21,5,3,1602,1621
tai50_15.txt - Instance 2,49,4,1,1471,1546
tai50_15.txt - Instance 2,24,7,0,1941,1972
tai50_15.txt - Instance 2,3,7,6,1635,1642
tai50_15.txt - Instance 2,3,8,11,1832,1881
tai50_15.txt - Instance 2,46,7,7,1773,1855
tai50_15.txt - Instance 2,37,8,1,1941,1951
tai50_15.txt - Instance 2,45,7,1,1951,1973
tai50_15.txt - Instance 2,9,7,1,1973,2066
tai50_15.txt - Instance 2,12,7,5,1710,1739
tai50_15.txt - Instance 2,22,8,12,1895,1906
tai50_15.txt - Instance 2,1,7,2,1924,1962
tai50_15.txt - Instance 2,9,8,11,2066,2092
tai50_15.txt - Instance 2,4,5,13,1640,1709
tai50_15.txt - Instance 2,25,6,10,1956,1981
tai50_15.txt - Instance 2,17,5,12,1906,1988
tai50_15.txt - Instance 2,24,8,11,2092,2139
tai50_15.txt - Instance 2,36,6,6,1642,1685
tai50_15.txt - Instance 2,42,7,9,1773,1861
tai50_15.txt - Instance 2,28,4,9,1861,1913
tai50_15.txt - Instance 2,28,5,0,1972,2057
tai50_15.txt - Instance 2,16,7,9,1913,1927
tai50_15.txt - Instance 2,7,9,3,1759,1772
tai50_15.txt - Instance 2,11,6,3,1772,1863
tai50_15.txt - Instance 2,34,8,2,1962,1991
tai50_15.txt - Instance 2,2,8,7,1855,1948
tai50_15.txt - Instance 2,19,4,11,2139,2146
tai50_15.txt - Instance 2,23,4,13,1709,1756
tai50_15.txt - Instance 2,13,10,1,2066,2152
tai50_15.txt - Instance 2,22,9,11,2146,2167
tai50_15.txt - Instance 2,35,7,3,1863,1885
tai50_15.txt - Instance 2,21,6,6,1685,1767
tai50_15.txt - Instance 2,18,4,7,1948,2021
tai50_15.txt - Instance 2,14,6,4,1773,1841
tai50_15.txt - Instance 2,32,7,12,1988,1994
tai50_15.txt - Instance 2,4,6,8,1814,1867
tai50_15.txt - Instance 2,34,9,12,1994,2011
tai50_15.txt - Instance 2,39,9,8,1867,1955
tai50_15.txt - Instance 2,5,6,0,2057,2119
tai50_15.txt - Instance 2,0,7,9,1927,1974
tai50_15.txt - Instance 2,38,5,3,1885,1889
tai50_15.txt - Instance 2,47,5,7,2021,2058
tai50_15.txt - Instance 2,8,9,8,1955,1978
tai50_15.txt - Instance 2,29,7,13,1756,1815
tai50_15.txt - Instance 2,43,7,5,1772,1853
tai50_15.txt - Instance 2,12,8,1,2152,2182
tai50_15.txt - Instance 2,26,7,14,1659,1665
tai50_15.txt - Instance 2,29,8,2,1991,2043
tai50_15.txt - Instance 2,22,10,8,2167,2237
tai50_15.txt - Instance 2,40,8,13,1815,1904
tai50_15.txt - Instance 2,8,10,12,2011,2110
tai50_15.txt - Instance 2,32,8,1,2182,2202
tai50_15.txt - Instance 2,7,10,7,2058,2082
tai50_15.txt - Instance 2,7,11,11,2167,2231
tai50_15.txt - Instance 2,41,10,6,1767,1834
tai50_15.txt - Instance 2,19,5,14,2146,2151
tai50_15.txt - Instance 2,48,7,0,2119,2192
tai50_15.txt - Instance 2,31,7,9,1974,1992
tai50_15.txt - Instance 2,10,7,6,1834,1851
tai50_15.txt - Instance 2,15,7,10,1981,2030
tai50_15.txt - Instance 2,33,5,11,2231,2254
tai50_15.txt - Instance 2,32,9,2,2202,2206
tai50_15.txt - Instance 2,24,9,5,2139,2143
tai50_15.txt - Instance 2,44,5,2,2206,2292
tai50_15.txt - Instance 2,21,7,14,2151,2199
tai50_15.txt - Instance 2,36,7,7,2082,2173
tai50_15.txt - Instance 2,14,7,5,2143,2213
tai50_15.txt - Instance 2,23,5,9,1992,2082
tai50_15.txt - Instance 2,46,8,2,2292,2299
tai50_15.txt - Instance 2,18,5,1,2202,2250
tai50_15.txt - Instance 2,25,7,8,2237,2281
tai50_15.txt - Instance 2,17,6,6,1988,1992
tai50_15.txt - Instance 2,31,8,14,2199,2219
tai50_15.txt - Instance 2,33,6,2,2299,2334
tai50_15.txt - Instance 2,6,8,14,2219,2262
tai50_15.txt - Instance 2,27,6,8,2281,2302
tai50_15.txt - Instance 2,10,8,12,2110,2158
tai50_15.txt - Instance 2,30,5,1,2250,2318
tai50_15.txt - Instance 2,20,7,13,1904,1915
tai50_15.txt - Instance 2,0,8,4,1974,2068
tai50_15.txt - Instance 2,3,9,1,2318,2322
tai50_15.txt - Instance 2,26,8,7,2173,2258
tai50_15.txt - Instance 2,42,8,3,1889,1983
tai50_15.txt - Instance 2,49,5,2,2334,2433
tai50_15.txt - Instance 2,41,11,14,2262,2295
tai50_15.txt - Instance 2,8,11,2,2433,2522
tai50_15.txt - Instance 2,2,9,0,2192,2243
tai50_15.txt - Instance 2,37,9,13,1951,2032
tai50_15.txt - Instance 2,5,7,6,2119,2182
tai50_15.txt - Instance 2,29,9,6,2182,2273
tai50_15.txt - Instance 2,45,8,11,2254,2303
tai50_15.txt - Instance 2,9,9,12,2158,2175
tai50_15.txt - Instance 2,7,12,1,2322,2385
tai50_15.txt - Instance 2,49,6,10,2433,2507
tai50_15.txt - Instance 2,2,10,13,2243,2256
tai50_15.txt - Instance 2,19,6,6,2273,2303
tai50_15.txt - Instance 2,42,9,0,2243,2334
